Time,Tension (V),Courant (A),Power,Phase
697,5.15925,0.98363,5.0747930775,yolo11n_seg_prune_0_15.onnx
698,5.14506,1.11598,5.7417840587999995,yolo11n_seg_prune_0_15.onnx
699,5.14556,1.11055,5.714401657999999,yolo11n_seg_prune_0_15.onnx
700,5.14488,1.11917,5.7579953496,yolo11n_seg_prune_0_15.onnx
701,5.14500,1.11250,5.7238125,yolo11n_seg_prune_0_15.onnx
702,5.14629,1.09915,5.6565446535,yolo11n_seg_prune_0_15.onnx
703,5.14625,1.09585,5.6395180625000005,yolo11n_seg_prune_0_15.onnx
704,5.14625,1.08838,5.601075574999999,yolo11n_seg_prune_0_15.onnx
705,5.14625,1.08918,5.605192575,yolo11n_seg_prune_0_15.onnx
706,5.14756,1.07770,5.547525412000001,yolo11n_seg_prune_0_15.onnx
707,5.14944,1.05993,5.458045939200001,yolo11n_seg_prune_0_15.onnx
708,5.14963,1.05630,5.439554169,yolo11n_seg_prune_0_15.onnx
709,5.14969,1.05675,5.4419349075,yolo11n_seg_prune_0_15.onnx
710,5.15087,1.04995,5.4081559565,yolo11n_seg_prune_0_15.onnx
711,5.15175,1.04665,5.392079137500001,yolo11n_seg_prune_0_15.onnx
712,5.15106,1.05275,5.422778415000001,yolo11n_seg_prune_0_15.onnx
713,5.15088,1.04755,5.395804344,yolo11n_seg_prune_0_15.onnx
714,5.15125,1.04013,5.3579696625,yolo11n_seg_prune_0_15.onnx
715,5.15137,1.03740,5.344031238,yolo11n_seg_prune_0_15.onnx
716,5.15125,1.03598,5.336591974999999,yolo11n_seg_prune_0_15.onnx
717,5.15188,1.04275,5.372122870000001,yolo11n_seg_prune_0_15.onnx
718,5.15181,1.03348,5.3242925988,yolo11n_seg_prune_0_15.onnx
719,5.15188,1.02933,5.302984640400001,yolo11n_seg_prune_0_15.onnx
720,5.15181,1.03690,5.341911789,yolo11n_seg_prune_0_15.onnx
721,5.15244,1.03038,5.3089711272,yolo11n_seg_prune_0_15.onnx
722,5.15200,1.03210,5.3173792,yolo11n_seg_prune_0_15.onnx
723,5.15219,1.02857,5.2993880683,yolo11n_seg_prune_0_15.onnx
724,5.15263,1.01907,5.2508906541,yolo11n_seg_prune_0_15.onnx
725,5.15294,1.01588,5.2347686872,yolo11n_seg_prune_0_15.onnx
726,5.15362,1.01845,5.248704289000001,yolo11n_seg_prune_0_15.onnx
727,5.15362,1.02180,5.265968916,yolo11n_seg_prune_0_15.onnx
728,5.15375,1.01750,5.243940625,yolo11n_seg_prune_0_15.onnx
729,5.15330,1.01812,5.246677795999999,yolo11n_seg_prune_0_15.onnx
730,5.15319,1.02017,5.2571298423,yolo11n_seg_prune_0_15.onnx
731,5.15325,1.0258,5.28620385,yolo11n_seg_prune_0_15.onnx
732,5.15400,1.01715,5.2423911,yolo11n_seg_prune_0_15.onnx
733,5.15500,1.00165,5.16350575,yolo11n_seg_prune_0_15.onnx
734,5.15437,1.00900,5.2007593299999995,yolo11n_seg_prune_0_15.onnx
735,5.15464,1.00945,5.203351347999999,yolo11n_seg_prune_0_15.onnx
736,5.15375,1.01155,5.213275812499999,yolo11n_seg_prune_0_15.onnx
737,5.15362,1.01346,5.2229877252,yolo11n_seg_prune_0_15.onnx
738,5.15375,1.01870,5.250125124999999,yolo11n_seg_prune_0_15.onnx
739,5.15406,1.01632,5.2381742592,yolo11n_seg_prune_0_15.onnx
740,5.15569,0.99853,5.1481111357,yolo11n_seg_prune_0_15.onnx
741,5.15550,0.99965,5.153695575,yolo11n_seg_prune_0_15.onnx
742,5.15412,1.00908,5.2009194096,yolo11n_seg_prune_0_15.onnx
743,5.15375,1.02082,5.261051075,yolo11n_seg_prune_0_15.onnx
744,5.15438,1.01237,5.218139680599999,yolo11n_seg_prune_0_15.onnx
745,5.15512,0.99847,5.1472326664,yolo11n_seg_prune_0_15.onnx
746,5.15450,1.00182,5.16388119,yolo11n_seg_prune_0_15.onnx
747,5.15312,1.01590,5.235054608,yolo11n_seg_prune_0_15.onnx
748,5.15344,1.01650,5.2384717599999995,yolo11n_seg_prune_0_15.onnx
749,5.15444,1.00268,5.1682538992,yolo11n_seg_prune_0_15.onnx
750,5.15437,1.00475,5.1788532575,yolo11n_seg_prune_0_15.onnx
751,5.15500,1.00475,5.17948625,yolo11n_seg_prune_0_15.onnx
752,5.1550,1.00020,5.1560310000000005,yolo11n_seg_prune_0_15.onnx
753,5.15431,1.01080,5.209976547999999,yolo11n_seg_prune_0_15.onnx
754,5.15437,1.00857,5.1985429509,yolo11n_seg_prune_0_15.onnx
755,5.15481,0.99963,5.1529027203,yolo11n_seg_prune_0_15.onnx
756,5.15737,0.97410,5.0237941170000004,yolo11n_seg_prune_0_15.onnx
757,5.15837,0.96655,4.9858225234999995,yolo11n_seg_prune_0_15.onnx
758,5.15519,0.99610,5.135084759,yolo11n_seg_prune_0_15.onnx
759,5.15400,1.01680,5.240587199999999,yolo11n_seg_prune_0_15.onnx
760,5.15500,1.00412,5.1762386,yolo11n_seg_prune_0_15.onnx
761,5.15625,0.98772,5.09293125,yolo11n_seg_prune_0_15.onnx
762,5.15494,1.00245,5.1675696030000005,yolo11n_seg_prune_0_15.onnx
763,5.15700,0.98375,5.07319875,Idle
764,5.17658,0.83425,4.318561865,Idle
765,5.19837,0.53115,2.7611142255,Idle
766,5.20962,0.41115,2.141935263,Idle
767,5.21206,0.38572,2.0103957832,Idle
768,5.21375,0.36750,1.916053125,Idle
769,5.21375,0.36730,1.915010375,Idle
770,5.21375,0.36685,1.9126641875000001,Idle
771,5.21375,0.36592,1.9078154,Idle
772,5.21375,0.36498,1.9029144750000002,Idle
773,5.21375,0.36475,1.9017153125000001,Idle
774,5.20882,0.40962,2.1336368484,Idle
775,5.20281,0.47055,2.4481822455000004,Idle
776,5.20425,0.46530,2.421537525,Idle
